Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-30 00:00:00-04:00,229.53482055042815,232.4883270263672,229.14567760776433,232.4883270263672,54541900,0.0,0.0
2024-10-01 00:00:00-04:00,229.01597026460064,229.14567442683443,223.24866456606327,225.71324157714844,63285000,0.0,0.0
2024-10-02 00:00:00-04:00,225.39393750024195,226.8706831083472,222.5302449869956,226.281982421875,32880600,0.0,0.0
2024-10-03 00:00:00-04:00,224.64557310138042,226.3119038145279,222.82957789090332,225.17440795898438,34044200,0.0,0.0
2024-10-04 00:00:00-04:00,227.39951613756347,227.49930262356304,223.63780617480538,226.30194091796875,37245100,0.0,0.0
2024-10-07 00:00:00-04:00,224.0069821228032,225.1943712346882,220.84394549402703,221.20315551757812,39505400,0.0,0.0
2024-10-08 00:00:00-04:00,223.80742742544692,225.4837307412941,222.75973024040246,225.27420043945312,31855700,0.0,0.0
2024-10-09 00:00:00-04:00,224.73538646570117,229.24546472466872,224.33627096325682,229.03591918945312,33591100,0.0,0.0
2024-10-10 00:00:00-04:00,227.27979028338342,228.99601435408132,226.67112924406288,228.53701782226562,28183500,0.0,0.0
2024-10-11 00:00:00-04:00,228.79644988971887,228.9062089337624,226.84074743911052,227.05029296875,31759200,0.0,0.0
2024-10-14 00:00:00-04:00,228.19775690140833,231.22110160659443,228.09798564307096,230.79205322265625,39882100,0.0,0.0
2024-10-15 00:00:00-04:00,233.0969778733182,236.9684620133565,231.85969551276995,233.33645629882812,64751400,0.0,0.0
2024-10-16 00:00:00-04:00,231.09139869260778,231.61024577942743,229.33525401328018,231.27099609375,34082200,0.0,0.0
2024-10-17 00:00:00-04:00,232.9173703418766,233.3364614020046,230.0137723986246,231.6401824951172,32993800,0.0,0.0
2024-10-18 00:00:00-04:00,235.66131853389138,235.66131853389138,233.4960858911256,234.48391723632812,46431500,0.0,0.0
2024-10-21 00:00:00-04:00,233.9351372634737,236.32987592195377,233.9351372634737,235.96067810058594,36254500,0.0,0.0
2024-10-22 00:00:00-04:00,233.376366009758,235.70125104779564,232.08920560922664,235.342041015625,38846600,0.0,0.0
2024-10-23 00:00:00-04:00,233.56595129753524,234.62362105235994,227.25982300232985,230.25323486328125,52287000,0.0,0.0
2024-10-24 00:00:00-04:00,229.47495899723685,230.3131259260407,227.90841463888628,230.0636749267578,31109500,0.0,0.0
2024-10-25 00:00:00-04:00,229.23547896644118,232.7078323586645,229.0658541264054,230.9018096923828,38802300,0.0,0.0
2024-10-28 00:00:00-04:00,232.80762499530724,234.21451699403664,232.03931169048735,232.88743591308594,36087100,0.0,0.0
2024-10-29 00:00:00-04:00,232.58810476348472,233.815399347975,231.8098189074392,233.15684509277344,35417200,0.0,0.0
2024-10-30 00:00:00-04:00,232.09916306464564,232.95727501758805,229.04588560251634,229.5946807861328,47070900,0.0,0.0
2024-10-31 00:00:00-04:00,228.83635490362704,229.325284321648,224.8750719925984,225.4138946533203,64370100,0.0,0.0
2024-11-01 00:00:00-04:00,220.48472918772245,224.8551151455125,219.78626950218685,222.42047119140625,65276700,0.0,0.0
2024-11-04 00:00:00-05:00,220.5046966292777,222.3007315284092,219.2275088130919,221.52244567871094,44944500,0.0,0.0
2024-11-05 00:00:00-05:00,221.31291912362707,223.45819152571042,220.65436486265338,222.95928955078125,28111300,0.0,0.0
2024-11-06 00:00:00-05:00,222.12113695305962,225.5735453041769,220.7042571772517,222.23089599609375,54561100,0.0,0.0
2024-11-07 00:00:00-05:00,224.13670611072257,227.37956894750107,224.0768403097807,226.98043823242188,42137700,0.0,0.0
2024-11-08 00:00:00-05:00,226.92049995960826,228.4088689967903,226.16134014604208,226.7107391357422,38328800,0.25,0.0
2024-11-11 00:00:00-05:00,224.7528927426808,225.45212091614073,221.25673663335022,223.98373413085938,42005600,0.0,0.0
2024-11-12 00:00:00-05:00,224.30339000560164,225.34224111445195,223.11469448970428,223.98373413085938,40398300,0.0,0.0
2024-11-13 00:00:00-05:00,223.76397540644066,226.4010754152989,222.5153482196322,224.8727569580078,48566200,0.0,0.0
2024-11-14 00:00:00-05:00,224.77287777547028,228.61864039722624,224.7528954725484,227.9693603515625,44923900,0.0,0.0
2024-11-15 00:00:00-05:00,226.15134020310103,226.67077335813082,224.023689933323,224.7528839111328,47923700,0.0,0.0
2024-11-18 00:00:00-05:00,225.00261496304853,229.4876892234719,224.92270099550518,227.7695770263672,44686000,0.0,0.0
2024-11-19 00:00:00-05:00,226.73070634208972,229.90722171238716,226.41106572007726,228.02928161621094,36211800,0.0,0.0
2024-11-20 00:00:00-05:00,227.80951934283004,229.67746064503265,225.64190448211673,228.7484893798828,35169600,0.0,0.0
2024-11-21 00:00:00-05:00,228.6286329426038,229.90722593821596,225.46211628612434,228.26902770996094,42108300,0.0,0.0
2024-11-22 00:00:00-05:00,227.80952873867182,230.46661102927646,227.80952873867182,229.61753845214844,38168300,0.0,0.0
2024-11-25 00:00:00-05:00,231.2058026888721,232.99383009111634,229.48769048234254,232.61424255371094,90152800,0.0,0.0
2024-11-26 00:00:00-05:00,233.07373841155265,235.31128373473052,233.07373841155265,234.8018341064453,45986200,0.0,0.0
2024-11-27 00:00:00-05:00,234.21249554010248,235.43115689965902,233.55321672420507,234.67198181152344,33498400,0.0,0.0
2024-11-29 00:00:00-05:00,234.55211454995276,237.5488197625333,233.71304074851764,237.06935119628906,28481400,0.0,0.0
2024-12-02 00:00:00-05:00,237.00941446483552,240.52553753151284,236.89953466637493,239.3268585205078,48137100,0.0,0.0
2024-12-03 00:00:00-05:00,239.54662188503684,242.49337894569658,238.6376176509325,242.3834991455078,38861000,0.0,0.0
2024-12-04 00:00:00-05:00,242.60325739533934,243.84190102311462,240.9850414761411,242.74310302734375,44383900,0.0,0.0
2024-12-05 00:00:00-05:00,243.72204013219255,244.2714238935446,241.86408229295347,242.7730712890625,40033900,0.0,0.0
2024-12-06 00:00:00-05:00,242.6432183998472,244.3613305629988,241.8141281502541,242.5732879638672,36870600,0.0,0.0
2024-12-09 00:00:00-05:00,241.56440918324205,246.96847124510987,241.48449521514058,246.47900390625,44649200,0.0,0.0
2024-12-10 00:00:00-05:00,246.61884065291167,247.93739821602466,245.0705399660552,247.4978790283203,36914800,0.0,0.0
2024-12-11 00:00:00-05:00,247.68767076725757,250.52454792031958,245.98952569372008,246.2192840576172,45205800,0.0,0.0
2024-12-12 00:00:00-05:00,246.61885092340057,248.46682524629017,245.41017310687806,247.68768310546875,32777500,0.0,0.0
2024-12-13 00:00:00-05:00,247.54782582286595,249.01619729452798,245.96955931284188,247.85748291015625,33155300,0.0,0.0
2024-12-16 00:00:00-05:00,247.71764416028498,251.10392039685559,247.3780059899919,250.7642822265625,51694800,0.0,0.0
2024-12-17 00:00:00-05:00,249.80533943156328,253.5512208135588,249.50566587259755,253.20159912109375,51356400,0.0,0.0
2024-12-18 00:00:00-05:00,251.88305927654196,254.0007260278641,247.46791553993853,247.77757263183594,56774100,0.0,0.0
2024-12-19 00:00:00-05:00,247.22817727073837,251.72323503929724,246.81862390484895,249.51565551757812,60882300,0.0,0.0
2024-12-20 00:00:00-05:00,247.76758181309805,254.71994465608725,245.42017186050566,254.21051025390625,147495300,0.0,0.0
2024-12-23 00:00:00-05:00,254.49020366493687,255.36922684225433,253.17164603591402,254.98965454101562,40858800,0.0,0.0
2024-12-24 00:00:00-05:00,255.2094124344067,257.92641115938613,255.0096198916901,257.91644287109375,23234700,0.0,0.0
2024-12-26 00:00:00-05:00,257.90642916266114,259.81433504408284,257.34704665632455,258.7355041503906,27237100,0.0,0.0
2024-12-27 00:00:00-05:00,257.54682582842287,258.41589596104086,252.78207543596488,255.30929565429688,42355300,0.0,0.0
2024-12-30 00:00:00-05:00,251.95298524244893,253.22159473829512,250.47461491371794,251.9230194091797,35557500,0.0,0.0
2024-12-31 00:00:00-05:00,252.16275955239965,253.00183336212825,249.15605553782555,250.1449737548828,39480700,0.0,0.0
2025-01-02 00:00:00-05:00,248.65660659999048,248.826433311358,241.55442975303322,243.5821990966797,55740700,0.0,0.0
2025-01-03 00:00:00-05:00,243.0927276611328,243.91181916074598,241.624340886356,243.0927276611328,40244100,0.0,0.0
2025-01-06 00:00:00-05:00,244.04168187374515,247.05836939894766,242.93290033169586,244.73092651367188,45045600,0.0,0.0
2025-01-07 00:00:00-05:00,242.71314361950866,245.28032844029428,241.08494412707995,241.94400024414062,40856000,0.0,0.0
2025-01-08 00:00:00-05:00,241.65429905026372,243.44234164075266,239.78635773622742,242.43344116210938,37628900,0.0,0.0
2025-01-10 00:00:00-05:00,239.7463920626497,239.8962364632009,232.74409661721964,236.58987426757812,61710900,0.0,0.0
2025-01-13 00:00:00-05:00,233.27352322575203,234.41227060505477,229.46771001708314,234.14256286621094,49630700,0.0,0.0
2025-01-14 00:00:00-05:00,234.49217517741417,235.8606656353981,232.21468051006943,233.02378845214844,39435300,0.0,0.0
2025-01-15 00:00:00-05:00,234.38230107288462,238.6975638581554,234.17252500331003,237.60874938964844,39832000,0.0,0.0
2025-01-16 00:00:00-05:00,237.089336348529,237.74859991927732,227.7795647267042,228.00930786132812,71759100,0.0,0.0
2025-01-17 00:00:00-05:00,231.86506609768284,232.03487756376998,228.22906438809179,229.7274169921875,68488300,0.0,0.0
2025-01-21 00:00:00-05:00,223.75398423747347,224.17352112887505,219.13906319002535,222.39547729492188,98070400,0.0,0.0
2025-01-22 00:00:00-05:00,219.54859611049605,223.87384226456615,219.54859611049605,223.58416748046875,64126500,0.0,0.0
2025-01-23 00:00:00-05:00,224.493183388126,226.78066167492807,222.05586069453574,223.41436767578125,60234800,0.0,0.0
2025-01-24 00:00:00-05:00,224.53312753788666,225.38220009721186,221.16683361690275,222.5353240966797,54697900,0.0,0.0
2025-01-27 00:00:00-05:00,223.77396171163917,231.89502211760887,223.73399710835045,229.6075439453125,94863400,0.0,0.0
2025-01-28 00:00:00-05:00,230.59647127201654,239.9262098046868,230.55650666713984,237.99832153320312,75707600,0.0,0.0
2025-01-29 00:00:00-05:00,233.86287156365174,239.5965730646729,233.75299176206667,239.0971221923828,45486100,0.0,0.0
2025-01-30 00:00:00-05:00,238.40787147181928,240.52553823889048,236.94948349745044,237.3290557861328,55658300,0.0,0.0
2025-01-31 00:00:00-05:00,246.91852728753366,246.91852728753366,233.18362815459494,235.74081420898438,101075100,0.0,0.0
2025-02-03 00:00:00-05:00,229.73741895869952,231.5753945205246,225.45212191586603,227.75958251953125,73063300,0.0,0.0
2025-02-04 00:00:00-05:00,227.00041910872287,232.87396618357337,226.40107197135944,232.54432678222656,45067300,0.0,0.0
2025-02-05 00:00:00-05:00,228.27901582634638,232.4144684638066,228.0193068583431,232.21469116210938,39620300,0.0,0.0
2025-02-06 00:00:00-05:00,231.0359788855247,233.54323203112875,230.17692277145878,232.9638671875,29925300,0.0,0.0
2025-02-07 00:00:00-05:00,232.3445476829273,233.74300400322835,227.0104008794231,227.3800048828125,39707200,0.0,0.0
2025-02-10 00:00:00-05:00,229.57000732421875,230.58999633789062,227.1999969482422,227.64999389648438,33115600,0.25,0.0
2025-02-11 00:00:00-05:00,228.1999969482422,235.22999572753906,228.1300048828125,232.6199951171875,53718400,0.0,0.0
2025-02-12 00:00:00-05:00,231.1999969482422,236.9600067138672,230.67999267578125,236.8699951171875,45243300,0.0,0.0
2025-02-13 00:00:00-05:00,236.91000366210938,242.33999633789062,235.57000732421875,241.52999877929688,53614100,0.0,0.0
2025-02-14 00:00:00-05:00,241.25,245.5500030517578,240.99000549316406,244.60000610351562,40896200,0.0,0.0
2025-02-18 00:00:00-05:00,244.14999389648438,245.17999267578125,241.83999633789062,244.47000122070312,48822500,0.0,0.0
2025-02-19 00:00:00-05:00,244.66000366210938,246.00999450683594,243.16000366210938,244.8699951171875,32204200,0.0,0.0
2025-02-20 00:00:00-05:00,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,32316900,0.0,0.0
2025-02-21 00:00:00-05:00,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,53197400,0.0,0.0
2025-02-24 00:00:00-05:00,244.92999267578125,248.86000061035156,244.4199981689453,247.10000610351562,51326400,0.0,0.0
2025-02-25 00:00:00-05:00,248.0,250.0,244.91000366210938,247.0399932861328,48013300,0.0,0.0
2025-02-26 00:00:00-05:00,244.3300018310547,244.97999572753906,239.1300048828125,240.36000061035156,44433600,0.0,0.0
2025-02-27 00:00:00-05:00,239.41000366210938,242.4600067138672,237.05999755859375,237.3000030517578,41153600,0.0,0.0
2025-02-28 00:00:00-05:00,236.9499969482422,242.08999633789062,230.1999969482422,241.83999633789062,56833400,0.0,0.0
2025-03-03 00:00:00-05:00,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,47184000,0.0,0.0
2025-03-04 00:00:00-05:00,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,53798100,0.0,0.0
2025-03-05 00:00:00-05:00,235.4199981689453,236.5500030517578,229.22999572753906,235.74000549316406,47227600,0.0,0.0
2025-03-06 00:00:00-05:00,234.44000244140625,237.86000061035156,233.16000366210938,235.3300018310547,45170400,0.0,0.0
2025-03-07 00:00:00-05:00,235.11000061035156,241.3699951171875,234.75999450683594,239.07000732421875,46273600,0.0,0.0
2025-03-10 00:00:00-04:00,235.5399932861328,236.16000366210938,224.22000122070312,227.47999572753906,72071200,0.0,0.0
2025-03-11 00:00:00-04:00,223.80999755859375,225.83999633789062,217.4499969482422,220.83999633789062,76137400,0.0,0.0
2025-03-12 00:00:00-04:00,220.13999938964844,221.75,214.91000366210938,216.97999572753906,62466400,0.0,0.0
2025-03-13 00:00:00-04:00,215.94000244140625,216.8394012451172,210.50010681152344,212.43710327148438,36934267,0.0,0.0
